来源项目,来源记录,标题或条目说明,作者或机构,资料类型,证据等级,发布日期,记录状态,URL,来源文件,备注
调研-训练推理芯片调研-codex-v3,Low Overhead Instruction Latency Characterization for NVIDIA GPGPUs,Low Overhead Instruction Latency Characterization for NVIDIA GPGPUs,新墨西哥州立大学；洛斯阿拉莫斯国家实验室,在线PDF,,2019,已下载,https://arxiv.org/pdf/1905.08778,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,SRC-2023-MEGABLOCKS,MegaBlocks: Efficient Sparse Training with Mixture-of-Experts,Trevor Gale; Deepak Narayanan; Cliff Young; Matei Zaharia,在线PDF,A,2023,active,https://proceedings.mlsys.org/paper_files/paper/2023/file/5a54f79333768effe7e8927bcccffe40-Paper-mlsys2023.pdf,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,Microbenchmark-Driven Analytical Performance Modeling Across Modern GPU Architectures,Microbenchmark-Driven Analytical Performance Modeling Across Modern GPU Architectures,特拉华大学,在线PDF,,2026,已下载,https://arxiv.org/pdf/2605.04178,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,Microbenchmarking NVIDIA Blackwell Architecture An In-depth Architectural Analysis,Microbenchmarking NVIDIA Blackwell Architecture An In-depth Architectural Analysis,特拉华大学,在线PDF,,2026,已下载,https://arxiv.org/pdf/2512.02189,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,Mission Apollo Landing Optical Circuit Switching at Datacenter Scale,Mission Apollo Landing Optical Circuit Switching at Datacenter Scale,Google,在线PDF,,2022,已下载,https://arxiv.org/pdf/2208.10041,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,Mixed Precision Block Fused Multiply-Add Error Analysis and Application to GPU Tensor Cores,Mixed Precision Block Fused Multiply-Add Error Analysis and Application to GPU Tensor Cores,曼彻斯特大学,在线PDF,,2020,已下载,https://eprints.maths.manchester.ac.uk/2750/1/paper.pdf,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,NVBleed Covert and Side-Channel Attacks on NVIDIA Multi-GPU Interconnect,NVBleed Covert and Side-Channel Attacks on NVIDIA Multi-GPU Interconnect,加州大学河滨分校；太平洋西北国家实验室,在线PDF,,2025,已下载,https://arxiv.org/pdf/2503.17847,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,NVIDIA A100 Tensor Core GPU Architecture,NVIDIA A100 Tensor Core GPU Architecture,NVIDIA,在线PDF,,2020,已下载,https://images.nvidia.com/aem-dam/en-zz/Solutions/data-center/nvidia-ampere-architecture-whitepaper.pdf,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,NVIDIA A100 Tensor Core GPU Performance and Innovation,NVIDIA A100 Tensor Core GPU Performance and Innovation,NVIDIA,在线PDF,,2021,已下载,https://gibsonnet.net/aix/ibm/mmi202102.issue.pdf,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,SRC-2023-NVIDIA-ADA-ARCH-V202,NVIDIA Ada GPU Architecture,NVIDIA,在线PDF,A,2023,active,https://images.nvidia.com/aem-dam/Solutions/Data-Center/l4/nvidia-ada-gpu-architecture-whitepaper-V2.02.pdf,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,NVIDIA Ada GPU Architecture,NVIDIA Ada GPU Architecture,NVIDIA,在线PDF,,2022,已下载,https://images.nvidia.com/aem-dam/Solutions/geforce/ada/nvidia-ada-gpu-architecture.pdf,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,NVIDIA Blackwell Platform Advancing Generative AI and Accelerated Computing,NVIDIA Blackwell Platform Advancing Generative AI and Accelerated Computing,NVIDIA,在线PDF,,2024,已下载,https://hc2024.hotchips.org/assets/program/conference/day1/64_HC2024.NVIDIA.TirumalaWong.pdf,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,NVIDIA Blackwell Tuning Guide,NVIDIA Blackwell Tuning Guide,NVIDIA,在线PDF,,2025,已下载,https://docs.nvidia.com/cuda/archive/12.8.0/pdf/Blackwell_Tuning_Guide.pdf,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,SRC-2025-NVIDIA-DATACENTER-LINECARD,NVIDIA Data Center Platform Line Card,NVIDIA Corporation,在线PDF,B,2025-08,active,https://docs.nvidia.com/data-center-gpu/line-card.pdf,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2025-NVIDIA-ENTERPRISE-RA-H200NVL,NVIDIA Enterprise Reference Architecture Overview,NVIDIA,在线PDF,A,2025-05,active,https://docs.nvidia.com/enterprise-reference-architectures/white-paper.pdf,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2024-NVIDIA-H100-NVL-BRIEF,NVIDIA H100 NVL GPU Accelerator Product Brief,NVIDIA Corporation,在线PDF,A,2024-03,active,https://www.nvidia.com/content/dam/en-zz/Solutions/Data-Center/h100/PB-11773-001_v01.pdf,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2026-NVIDIA-HGX-B200-PCF,NVIDIA HGX B200 Product Carbon Footprint Summary,NVIDIA Corporation,在线PDF,A,,active,https://images.nvidia.com/aem-dam/Solutions/documents/HGX-B200-PCF-Summary.pdf,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,NVIDIA Hopper H100 GPU Scaling Performance,NVIDIA Hopper H100 GPU Scaling Performance,NVIDIA,在线PDF,,2022,已下载,https://hc34.hotchips.org/assets/program/conference/day1/GPU%20HPC/HC2022.NVIDIA.Choquette.vfinal01.pdf,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,SRC-2023-NVIDIA-L4-BRIEF,NVIDIA L4 GPU Accelerator Product Brief,NVIDIA Corporation,在线PDF,A,2023-03-09,active,https://www.nvidia.com/content/dam/en-zz/Solutions/Data-Center/l4/PB-11316-001_v01.pdf,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,NVIDIA Tensor Core Programmability Performance and Precision,NVIDIA Tensor Core Programmability Performance and Precision,瑞典皇家理工学院；橡树岭国家实验室,在线PDF,,2018,已下载,https://arxiv.org/pdf/1803.04014,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,NVIDIA Tesla V100 GPU Architecture,NVIDIA Tesla V100 GPU Architecture,NVIDIA,在线PDF,,2017,已下载,https://images.nvidia.com/content/volta-architecture/pdf/volta-architecture-whitepaper.pdf,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,NVIDIA Turing GPU Architecture,NVIDIA Turing GPU Architecture,NVIDIA,在线PDF,,2018,已下载,https://www.nvidia.com/content/dam/en-zz/Solutions/design-visualization/technologies/turing-architecture/NVIDIA-Turing-Architecture-Whitepaper.pdf,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,NVLift Lifting NVIDIA GPU Assembly to LLVM IR for Downstream Security Applications,NVLift Lifting NVIDIA GPU Assembly to LLVM IR for Downstream Security Applications,普渡大学,在线PDF,,2026,已下载,https://www.ndss-symposium.org/wp-content/uploads/bar2026-28.pdf,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,Network-on-Chip Microarchitecture-based Covert Channel in GPUs,Network-on-Chip Microarchitecture-based Covert Channel in GPUs,"KAIST, Republic of Korea；Boston University, USA；Kangwon University, Republic of Korea",在线PDF,,2021,已下载,https://people.bu.edu/joshi/files/Ahn_Micro_2021.pdf,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,Numerical Behavior of NVIDIA Tensor Cores,Numerical Behavior of NVIDIA Tensor Cores,"School of Science and Technology, Örebro University, Örebro, Sweden；Department of Mathematics, University of Manchester, Manchester, UK",在线PDF,,2021,已下载,https://peerj.com/articles/cs-330.pdf,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,On the Limitations of Non-GPU AI Accelerators for Large-Model Inference,On the Limitations of Non-GPU AI Accelerators for Large-Model Inference,香港中文大学（深圳）,在线PDF,,2026,已下载,https://arxiv.org/pdf/2607.08215,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,Optimizing the Memory Hierarchy by Compositing Automatic Transformations on Computations and Data,Optimizing the Memory Hierarchy by Compositing Automatic Transformations on Computations and Data,华为；数学工程与先进计算国家重点实验室；Inria,在线PDF,,2020,已下载,https://01.me/files/AKG/akg-micro20.pdf,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,SRC-2022-ORCA,Orca: A Distributed Serving System for Transformer-Based Generative Models,Gyeong-In Yu et al.,在线PDF,A,2022-07,active,https://www.usenix.org/system/files/osdi22-yu.pdf,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2023-PALM,PaLM: Scaling Language Modeling with Pathways,Aakanksha Chowdhery et al.,在线PDF,A,2023,active,https://www.jmlr.org/papers/volume24/22-1144/22-1144.pdf,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,RTX ON The NVIDIA Turing GPU,RTX ON The NVIDIA Turing GPU,NVIDIA,在线PDF,,2019,已下载,https://old.hotchips.org/hc31/HC31_2.12_NVIDIA_final.pdf,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,SRC-2023-MEGATRON-ACTIVATION,Reducing Activation Recomputation in Large Transformer Models,Vijay Korthikanti; Jared Casper; Sangkug Lym; Lawrence McAfee; Mohammad Shoeybi; Bryan Catanzaro,在线PDF,A,2023,active,https://proceedings.mlsys.org/paper_files/paper/2023/file/80083951326cf5b35e5100260d64ed81-Paper-mlsys2023.pdf,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,Resiliency at Scale Managing Google TPUv4 Machine Learning Supercomputer,Resiliency at Scale Managing Google TPUv4 Machine Learning Supercomputer,Google,在线PDF,,2024,已下载,https://www.usenix.org/system/files/nsdi24-zu.pdf,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,SRC-2008-ROOFLINE,Roofline: An Insightful Visual Performance Model for Floating-Point Programs and Multicore Architectures,Samuel Williams; Andrew Waterman; David Patterson,在线PDF,A,2008-10-17,active,https://www2.eecs.berkeley.edu/Pubs/TechRpts/2008/EECS-2008-134.pdf,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SCALE-Sim TPU Validating and Extending SCALE-Sim for TPUs,SCALE-Sim TPU Validating and Extending SCALE-Sim for TPUs,佐治亚理工学院,在线PDF,,2026,已下载,https://arxiv.org/pdf/2603.22535,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,SGEMM-cube Emulating FP32 GEMM on Ascend NPUs Using FP16 Cube Units,SGEMM-cube Emulating FP32 GEMM on Ascend NPUs Using FP16 Cube Units,鹏城实验室,在线PDF,,2025,已下载,https://arxiv.org/pdf/2507.23387,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,Scale MLPerf-0.6 Models on Google TPU-v3 Pods,Scale MLPerf-0.6 Models on Google TPU-v3 Pods,Google Research Brain Team,在线PDF,,2019,已下载,https://arxiv.org/pdf/1909.09756,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,Serving Large Language Models on Huawei CloudMatrix384,Serving Large Language Models on Huawei CloudMatrix384,华为,在线PDF,,2025,已下载,https://arxiv.org/pdf/2506.12708,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,Squeezing Operator Performance Potential for the Ascend Architecture,Squeezing Operator Performance Potential for the Ascend Architecture,南京大学；北京大学；华为,在线PDF,,2025,已下载,https://grace-liu.github.io/static/papers/25-ASPLOS-ascend.pdf,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,SRC-2023-GOOGLE-TPU-V4-PAPER；TPU v4 An Optically Reconfigurable Supercomputer for Machine Learning,TPU v4: An Optically Reconfigurable Supercomputer for Machine Learning with Hardware Support for Embeddings,Norman P. Jouppi et al. (Google),在线PDF,A,2023-06,active,https://arxiv.org/pdf/2304.01433,.tmp/paper_inventory_final.json；data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2024-SARATHI,Taming Throughput-Latency Tradeoff in LLM Inference with Sarathi-Serve,Amey Agrawal et al.,在线PDF,A,2024-07,active,https://www.usenix.org/system/files/osdi24-agrawal.pdf,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,Ten Lessons From Three Generations Shaped Google TPUv4i,Ten Lessons From Three Generations Shaped Google TPUv4i,Google,在线PDF,,2021,已下载,https://markgottscho.com/cv/papers/2021_NJouppi_ISCA.pdf,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,Towards Memory Disaggregation via NVLink C2C,Towards Memory Disaggregation via NVLink C2C,波茨坦大学哈索·普拉特纳研究所,在线PDF,,2025,已下载,https://hpi.de/oldsite/fileadmin/user_upload/fachgebiete/rabl/publications/2025/hcds25-Werner-GraceHopper.pdf,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,SRC-2022-CHINCHILLA,Training Compute-Optimal Large Language Models,Jordan Hoffmann et al.,在线PDF,A,2022-11,active,https://papers.nips.cc/paper_files/paper/2022/file/c1e2faff6f588870935f114ebe04a3e5-Supplemental-Conference.pdf,data/sources.csv,同一来源记录中的补充链接
调研-训练推理芯片调研-codex-v3,TunneLs for Bootlegging Fully Reverse-Engineering GPU TLBs for Challenging Isolation Guarantees of NVIDIA MIG,TunneLs for Bootlegging Fully Reverse-Engineering GPU TLBs for Challenging Isolation Guarantees of NVIDIA MIG,"Clemson University, Clemson, SC, USA；University of North Carolina at Charlotte, Charlotte, NC, USA；University of Central Florida, Orlando, FL, USA；University of Delaware, Newark, DE, USA",在线PDF,,2023,已下载,https://xgao-work.github.io/paper/ccs23.pdf,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,UB-Mesh A Hierarchically Localized nD-FullMesh Datacenter Network Architecture,UB-Mesh A Hierarchically Localized nD-FullMesh Datacenter Network Architecture,华为,在线PDF,,2025,已下载,https://arxiv.org/pdf/2503.20377,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,Uncovering Real GPU NoC Characteristics Implications on Interconnect Architecture,Uncovering Real GPU NoC Characteristics Implications on Interconnect Architecture,"KAIST,Daejeon,Republic of Korea；Microsoft,Bellevue,WA,USA；University of British Columbia,Vancouver,Canada",在线PDF,,2024,已下载,https://people.ece.ubc.ca/aamodt/publications/papers/realgpu-noc.micro2024.pdf,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,Understanding the GPU Microarchitecture to Achieve Bare-Metal Performance Tuning,Understanding the GPU Microarchitecture to Achieve Bare-Metal Performance Tuning,"Chinese Academy of Sciences, Beijing, China；Georgia Institute of Technology, Atlanta, GA, USA",在线PDF,,2017,已下载,https://fruitfly1026.github.io/static/files/p31-zhang.pdf,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,VOLTA Programmability and Performance,VOLTA Programmability and Performance,NVIDIA,在线PDF,,2017,已下载,https://old.hotchips.org/wp-content/uploads/hc_archives/hc29/HC29.21-Monday-Pub/HC29.21.10-GPU-Gaming-Pub/HC29.21.132-Volta-Choquette-NVIDIA-Final3.pdf,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,Verified Instruction-Level Energy Consumption Measurement for NVIDIA GPUs,Verified Instruction-Level Energy Consumption Measurement for NVIDIA GPUs,"New Mexico State University；Arab Academy for Science, Technology & Maritime Transport, Egypt；Los Alamos National Laboratory",在线PDF,,2020,已下载,https://arxiv.org/pdf/2002.07795,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,W4A16 Mixed-Precision Matrix Multiplication on Decoupled Architecture,W4A16 Mixed-Precision Matrix Multiplication on Decoupled Architecture,北京大学；北大长沙计算与数字经济研究院,在线PDF,,2026,已下载,https://arxiv.org/pdf/2601.16536,.tmp/paper_inventory_final.json,
调研-训练推理芯片调研-codex-v3,SRC-2020-ZERO,ZeRO: Memory Optimizations Toward Training Trillion Parameter Models,Samyam Rajbhandari et al.,在线PDF,A,2020-11,active,https://arxiv.org/pdf/1910.02054,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2025-NVIDIA-BLACKWELL-DATASHEET-OCT25,Datasheet for NVIDIA Blackwell Architecture,NVIDIA,技术资料页面,A,2025-10,active,https://nvdam.widen.net/s/wwnsxrhm2w/blackwell-datasheet-3384703,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2024-NVIDIA-H100-DATASHEET,NVIDIA H100 Tensor Core GPU Datasheet,NVIDIA Corporation,技术资料页面,A,2024-09,active,https://nvdam.widen.net/s/q6rttxs2pw/h100-datasheet-2287922,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2024-NVIDIA-H200-DATASHEET,NVIDIA H200 Tensor Core GPU Datasheet,NVIDIA Corporation,技术资料页面,A,2024-11,active,https://nvdam.widen.net/s/nb5zzzsjdf/hpc-datasheet-sc23-h200-datasheet-3002446,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2024-NVIDIA-L4-DATASHEET-AUG24,NVIDIA L4 Tensor Core GPU Datasheet,NVIDIA,技术资料页面,A,2024-08,active,https://nvdam.widen.net/s/rvq98gbwsw/l4-datasheet-2595652,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2025-QWEN3-REPORT,Qwen3 Technical Report,Qwen Team,技术资料页面,A,2025-05-14,active,https://arxiv.org/html/2505.09388,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2026-GOOGLE-IRONWOOD-TRAINING-GUIDE,A developer's guide to training with Ironwood TPUs,Google Cloud,网页,B,2026-03-24,active,https://cloud.google.com/blog/products/compute/training-large-models-on-ironwood-tpus,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2024-NVIDIA-AWS-B100,AWS and NVIDIA Extend Collaboration to Advance Generative AI Innovation,NVIDIA,网页,B,2024-03-18,active,https://nvidianews.nvidia.com/news/aws-nvidia-generative-ai-innovation,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2026-GOOGLE-GKE-TPU7X,About Ironwood (TPU7x) in GKE,Google Cloud,网页,A,,active,https://docs.cloud.google.com/kubernetes-engine/docs/concepts/tpu-ironwood,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2026-PYTORCH-ADAMW-213,AdamW,PyTorch Contributors,网页,A,2026,active,https://docs.pytorch.org/docs/2.13/generated/torch.optim.AdamW.html,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2023-GOOGLE-TPU-V5E-GA,Announcing Cloud TPU v5e GA for cost-efficient AI model training and inference,Google Cloud,网页,B,2023-11-08,active,https://cloud.google.com/blog/products/compute/announcing-cloud-tpu-v5e-in-ga,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2025-GOOGLE-IRONWOOD-GA,Announcing Ironwood TPUs General Availability and new Axion VMs to power the age of inference,Google Cloud,网页,B,2025-11-06,active,https://cloud.google.com/blog/products/compute/ironwood-tpus-and-new-axion-based-vms-for-your-ai-workloads,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2024-GOOGLE-TRILLIUM-LAUNCH,"Announcing Trillium, the sixth generation of Google Cloud TPU",Google Cloud,网页,B,2024-05-14,active,https://cloud.google.com/blog/products/compute/introducing-trillium-6th-gen-tpus,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2024-GOOGLE-TRILLIUM-GA,"Announcing the general availability of Trillium, our sixth-generation TPU",Google Cloud,网页,B,2024-12-11,active,https://cloud.google.com/blog/products/compute/trillium-tpu-is-ga,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2026-HUAWEI-ATLAS350-LAUNCH,Ascend AI Partner Summit 2026: Atlas 350 launch,Huawei,网页,B,2026-03-20,active,https://www.hiascend.com/activities/dynamic-news/20260320-3,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2026-HUAWEI-MINDCLUSTER73-EYEDIAGRAM,Ascend DMI eye diagram test,Huawei,网页,A,,active,https://www.hiascend.com/document/detail/en/mindcluster/730/toolbox/toolboxug/toolboxug_0021.html,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2026-HUAWEI-ASCEND-PRODUCT-FORMS,Ascend Product Overview,Huawei,网页,A,,active,https://www.hiascend.com/document/detail/en/AscendFAQ/ProduTech/productform/hardwaredesc_0001.html,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2026-HUAWEI-ATLAS300I-A2-PAGE,Atlas 300I A2 product page,Huawei,网页,B,,active,https://e.huawei.com/cn/products/computing/ascend/atlas-300i-a2,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2022-HUAWEICLOUD-ASCEND310-ATLAS500,Atlas 500 development guide: Key Concepts,Huawei,网页,A,,active,https://support.huaweicloud.com/intl/en-us/adevg-atlas500app/atlas500development_01_0001.html,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2026-HUAWEI-ATLAS800T-A3-PAGE,Atlas 800T A3 product page,Huawei,网页,B,,active,https://e.huawei.com/cn/products/computing/ascend/atlas-800t-a3,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2026-HUAWEI-ATLAS900-A3-PAGE,Atlas 900 A3 SuperPoD product page,Huawei,网页,B,,active,https://e.huawei.com/cn/products/computing/ascend/atlas-900-a3-superpod,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2026-HUAWEI-MINDCLUSTER73-A3-AFFINITY,Atlas 900 A3 affinity principles,Huawei,网页,A,,active,https://www.hiascend.com/document/detail/en/mindcluster/730/clustersched/schedulingug/dl_affinity_0007.html,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2019-HUAWEI-ATLAS900-LAUNCH,Atlas 900 AI Training Cluster launch,Huawei,网页,B,2019-09-18,active,https://www.huawei.com/en/news/2019/9/huawei-computing-strategy-atlas-900-ai-training-cluster,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2020-HUAWEI-ATLAS900-INTERCONNECT,Atlas 900 Interop award,Huawei,网页,B,2020-06,active,https://www.huawei.com/en/news/2020/6/atlas-900-interop-tokyo-best-of-show-award,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2019-HUAWEI-ATLAS-COMMERCIAL,Atlas AI Computing Platform commercial launch,Huawei,网页,B,2019-04-17,active,https://www.huawei.com/en/news/2019/4/huawei-atlas-intelligent-computing-launch,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2026-PYTORCH-AUTOGRAD,Autograd mechanics,PyTorch Contributors,网页,A,2026-05-07,active,https://docs.pytorch.org/docs/2.13/notes/autograd.html,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2025-NVIDIA-BLACKWELL-COMPAT-12；SRC-2025-NVIDIA-BLACKWELL-COMPAT-12.8,Blackwell Compatibility Guide for CUDA Applications,NVIDIA,网页,A,2025-01,active,https://docs.nvidia.com/cuda/archive/12.8.0/blackwell-compatibility-guide/index.html,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2026-HUAWEI-CANN85-BASIC-ARCH,CANN 8.5.0 Basic Architecture,Huawei,网页,A,,active,https://www.hiascend.com/document/detail/en/canncommercial/850/opdevg/Ascendcopdevg/atlas_ascendc_10_0008.html,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2026-HUAWEI-CANN85-MATMUL,CANN 8.5.0 Matmul Instructions,Huawei,网页,A,,active,https://www.hiascend.com/document/detail/en/canncommercial/850/API/ascendcopapi/atlasascendc_api_07_0614.html,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2026-HUAWEI-CANN85-PLATFORMINFO,CANN 8.5.0 PlatformAscendC and GetCoreMemSize,Huawei,网页,A,,active,https://www.hiascend.com/document/detail/en/canncommercial/850/API/ascendcopapi/atlasascendc_api_07_00059.html,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2026-HUAWEI-CANN85-RELEASE,CANN 8.5.0 release and version mapping,Huawei,网页,A,,active,https://www.hiascend.com/document/detail/en/canncommercial/850/releasenote/releasenote_0001.html,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2026-HUAWEI-CANN90-RELEASE,CANN 9.0.0 Community Edition release notes,Huawei,网页,A,,active,https://www.hiascend.com/document/detail/zh/CANNCommunityEdition/900/releasenote/release-notes.md,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2026-NVIDIA-CUDA-DL-26；SRC-2026-NVIDIA-CUDA-DL-26.06,CUDA Deep Learning Release 26.06,NVIDIA,网页,A,2026-06,active,https://docs.nvidia.com/deeplearning/frameworks/cuda-dl-release-notes/rel-26-06.html,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2026-NVIDIA-CUDA-GPUS,CUDA GPUs: Compute Capability,NVIDIA,网页,B,,active,https://developer.nvidia.com/cuda/gpus,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2025-NVIDIA-CUDA-12；SRC-2025-NVIDIA-CUDA-12.8,CUDA Toolkit 12.8 Release Notes,NVIDIA,网页,A,2025-01,active,https://docs.nvidia.com/cuda/archive/12.8.0/cuda-toolkit-release-notes/index.html,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2026-GOOGLE-TPU-MULTISLICE,Cloud TPU Multislice Overview,Google Cloud,网页,A,,active,https://docs.cloud.google.com/tpu/docs/multislice-introduction,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2026-GOOGLE-TPU-DUAL-CHIPLET-PERFORMANCE,Cloud TPU performance guide,Google Cloud,网页,A,,active,https://docs.cloud.google.com/tpu/docs/performance-guide,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2026-GOOGLE-TPU-RELEASE-NOTES,Cloud TPU release notes,Google Cloud,网页,A,,active,https://docs.cloud.google.com/tpu/docs/release-notes,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2026-NCCL-COLLECTIVES,Collective Operations,NVIDIA,网页,A,,active,https://docs.nvidia.com/deeplearning/nccl/user-guide/docs/usage/collectives.html,data/sources.csv；references/bibliography.md,主来源链接
调研-训练推理芯片调研-codex-v3,SRC-2026-MEGATRON-CONTEXT-PARALLEL,Context Parallel Package,NVIDIA,网页,A,,active,https://docs.nvidia.com/megatron-core/developer-guide/latest/user-guide/features/context_parallel.html,data/sources.csv；references/bibliography.md,主来源链接
